about,b3_issuer_code,b3_listing_segment,b3_sector,b3_segment,b3_subsector,cnpj,controlling_interest,cvm_code,founding_date,is_b3_listed,is_foreign,is_state_owned,main_activity,name,trade_name,website
"A RaiaDrogasil é uma das maiores empresas do setor varejista farmacêutico do Brasil, com mais de 2.500 lojas espalhadas pelo país e uma participação de 14% no mercado. A empresa foi criada em 2011, após a fusão da Drogasil S.A. com a Raia S.A., e desde então vem crescendo e se consolidando no mercado. Além das redes de farmácias Raia, Drogasil e Onofre, a empresa também oferece uma linha variada de produtos e serviços relacionados à saúde e ao varejo farmacêutico. A RaiaDrogasil também investe em marcas próprias, tendo alcançado a marca de R$ 1 bilhão em vendas desses produtos em 2022.",RADL,NM,Saúde,Medicamentos e Outros Produtos,Comércio e Distribuição,61.585.865/0001-51,private,5258,1935-03-28,True,False,False,Comércio de Produtos Farmacêuticos. Perfumarias E Afins,RaiaDrogasil S.A.,RaiaDrogasil,https://ri.rd.com.br
,MNDL,,Consumo Cíclico,Acessórios,"Tecidos, Vestuário e Calçados",88.610.191/0001-54,private,5312,1896-04-02,True,False,False,Componentes Diversos Para Indústria de Calçados Confecções. Artigos de Cuidados Pessoais E de Cultelaria.,Mundial S.A.,Mundial,http://www.mundial.com
,EALT,,Bens Industriais,Máquinas e Equipamentos Industriais,Máquinas e Equipamentos,82.643.537/0001-34,private,5380,1924-03-08,True,False,False,Fundição de Ferro E Aço,Electro Aço Altona S.A.,Electro Aço Altona,http://www.altona.com.br
"A WEG S.A é uma empresa brasileira fundada em 1961, com sede na cidade de Jaraguá do Sul, em Santa Catarina. A empresa é uma das maiores fabricantes de equipamentos elétricos do mundo e atua em diversas áreas, como automação de processos industriais, comando e proteção, geração e distribuição de energia, além de tintas e vernizes industriais. Inicialmente, a empresa produzia apenas motores elétricos, mas, ao longo do tempo, expandiu suas atividades e passou a produzir também máquinas elétricas, componentes eletroeletrônicos, transformadores e produtos para automação industrial. A WEG está presente em diversos países, incluindo Estados Unidos, Austrália, países da Europa e Ásia.",WEGE,NM,Bens Industriais,"Motores, Compressores e Outros",Máquinas e Equipamentos,84.429.695/0001-11,private_holding,5410,1961-06-30,True,False,False,A Weg Sa É Uma Sociedade de Participação Não Operacional (holding) E também Sociedade de Comando Do Grupo Weg.,WEG S.A.,WEG,https://ri.weg.net
,ENER,,Utilidade Pública,Energia Elétrica,Energia Elétrica,15.413.826/0001-50,private,5576,1979-01-01,True,False,False,Distribuição de Energia Elétrica,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S/A,ENERSUL,http://www.enersul.com.br
"A Eternit, fundada em 1940, é uma empresa brasileira que atua em diversos segmentos, como telhas de fibrocimento e concreto, metais sanitários, mineração do crisotila, soluções construtivas, entre outros. A empresa possui oito fábricas espalhadas em pontos estratégicos do Brasil e é formada por mais de 15 mil revendas em todo o país. A companhia é líder no setor em que atua e, além disso, conta com a qualidade de outras empresas para continuar proporcionando serviços cada vez melhores. Desde o início da atuação, um dos diferenciais da empresa é o acesso às telhas de qualidade e durabilidade pelas famílias de baixa renda. A Eternit atende todas as classes sociais.",ETER,NM,Bens Industriais,Produtos para Construção,Construção e Engenharia,61.092.037/0001-81,private,5762,1940-01-30,True,False,False,Industrialização E Comercialização de Produtos de Fibrocimento. Cimento. Concreto. Gesso. Produtos de Matéria Plástica. Bem Como Outros Materiais de Construção E Respectivos Acessórios.,Eternit S.A.,Eternit,https://ri.eternit.com.br
,EUCA,N1,Materiais Básicos,Madeira,Madeira e Papel,56.643.018/0001-66,private,5770,1951-11-23,True,False,False,Indústria E Comércio de Chapas de Fibra de Madeira,Eucatex S.A. Indústria e Comércio,Eucatex,http://www.eucatex.com.br/ri
,,,,,,17.159.005/0001-64,private,5983,1933-11-23,False,,False,,FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL,SÃO JOSÉ,
,FIGE,,Outros,Outros,Outros,01.548.981/0001-79,private,6041,1964-06-30,True,False,False,Investimentos,Investimentos Bemge S.A.,Investimentos Bemge,http://www.investimentosbemge.com.br
,FNCN,,Financeiro,Sociedade de Crédito e Financiamento,Intermediários Financeiros,91.669.747/0001-92,private,6076,1962-09-12,True,False,False,Financiamento de Bens E Serviços - Intermediação Financeira,Finansinos S.A.,Finansinos,http://www.finansinos.com.br
,TASA,N2,Bens Industriais,Armas e Munições,Máquinas e Equipamentos,92.781.335/0001-02,private,6173,,True,False,False,Indústria E Comércio de Armas,Taurus Armas S.A.,Taurus,http://www.taurus.com.br
,FRAS,N1,Bens Industriais,Material Rodoviário,Material de Transporte,88.610.126/0001-29,private,6211,1957-02-22,True,False,False,Indústria de Autopeças E Materiais de Fricção,Fras-le S.A.,Fras-le,http://ri.fras-le.com.br
"A Tupy é uma empresa brasileira de metalurgia fundada em 1938 na cidade de Joinville. Com cerca de 13 mil funcionários em quatro parques fabris, a empresa atua em mais de 40 países e é especializada na fabricação de componentes em ferro fundido para a indústria automotiva, além de itens para aplicação industrial e na construção civil. A Tupy teve um importante papel na transformação em fornecedora de componentes automotivos no Brasil, a partir dos anos 80 e 90. A empresa passou por mudanças de controle acionário ao longo dos anos, mas manteve-se como uma das principais referências no setor de metalurgia no país. Em 2012, a Tupy iniciou sua internacionalização com a aquisição de duas plantas produtoras de blocos e cabeçotes de motores de ferro fundido no México.",TUPY,NM,Bens Industriais,Material Rodoviário,Material de Transporte,84.683.374/0001-49,private,6343,1938-02-01,True,False,False,Produtos Fundidos Para Os Setores de Transporte de Carga. Infraestrutura E Agricultura / Conexões em Ferro Fundido Para Aplicações em Redes Hidráulicas E de Gás / Perfis,Tupy S.A.,Tupy,http://www.tupy.com.br
"A Via é uma empresa de comércio varejista brasileira que foi fundada em 2010, após a associação da Casas Bahia e do Pontofrio. A empresa é responsável pelas redes de lojas das bandeiras Casas Bahia e Ponto, além de ser a administradora do site de e-commerce Extra.com.br. Com mais de 1.100 lojas, 28 centros de distribuição e mais de 51 mil colaboradores, a Via está presente em mais de 515 municípios brasileiros, 21 estados e no Distrito Federal. A empresa é controlada pela família Klein, fundadora da Casas Bahia, com 22,98% de participação no capital da empresa. Em 2022, a Via ocupou o quarto lugar entre os maiores varejistas do Brasil, de acordo com o Ranking IBEVAR.",VIIA,NM,Consumo Cíclico,Eletrodomésticos,Comércio,33.041.260/0652-90,private,6505,1946-07-12,True,False,False,,Via S.A.,Via,https://ri.via.com.br
,HETA,,Consumo Cíclico,Utensílios Domésticos,Utilidades Domésticas,92.749.225/0001-63,private,6629,1936-01-01,True,False,False,Fabricação E A Comercialização de Toda A Espécie de Talheres E Outros Artigos de Mesa Para Uso Doméstico. Artigos de Adorno. Beleza. Higiene. Móveis. Material Escolar. de Escritório E Profissional.,Hercules S.A. - Fábrica de Talheres,Hercules,http://www.hercules.ind.br
"O Othon Palace Hotel foi um dos mais renomados hotéis do centro histórico de São Paulo, com uma localização privilegiada na esquina da Rua Líbero Badaró com o Viaduto do Chá e a Praça do Patriarca. Com 25 andares e 260 quartos, o hotel foi projetado pelo arquiteto alemão Philipp Lohbauer e decorado por Jacques Monet. Durante seus 54 anos de atividade, o hotel recebeu personalidades como a rainha Elizabeth II do Reino Unido, o príncipe japonês Akihito e a cantora Ella Fitzgerald. O Chalet Suisse, restaurante de luxo da cidade, especializado em fondue, ficava no último andar do hotel. Infelizmente, com a degradação do centro da cidade e a preferência dos hóspedes por hotéis em outras regiões, o Othon Palace encerrou suas atividades em 2008. Em 2018, o prédio foi reformado e hoje faz parte da prefeitura de São Paulo.",HOOT,,Consumo Cíclico,Hotelaria,Hotéis e Restaurantes,33.200.049/0001-47,private,6700,1943-04-28,True,False,False,Prestação de Serviços Na Indústria Hoteleira,Hotéis Othon S.A.,Hotéis Othon,http://www.ciahoteisothon.com.br
"A IGB Eletrônica, conhecida anteriormente como Gradiente, é uma empresa brasileira com mais de 50 anos de história na fabricação de eletrônicos. Seu portfólio é focado em equipamentos de som, tendo lançado diversos produtos pioneiros no mercado nacional, como o primeiro amplificador transistorizado, telefone padrão brasileiro, CD player, celular analógico e digital, DVD player nacional, mp3 player portátil e HDTV. A companhia enfrentou dificuldades financeiras e teve um pedido de recuperação judicial aceito em 2018. Em 2019, a empresa anunciou planos de produzir inversores de energia solar.",IGBR,,Financeiro,Exploração de Imóveis,Exploração de Imóveis,43.185.362/0001-07,private,6815,1964-10-05,True,False,False,Eletroeletrónica,IGB Eletrônica S.A.,IGB Eletrônica,https://grupogradiente.com.br
"A ROMI S.A. é uma empresa brasileira com mais de 90 anos de história, fundada em Santa Bárbara d'Oeste, interior de São Paulo, por Américo Emílio Romi. A empresa é líder mundial na fabricação de máquinas-ferramenta e oferece produtos e serviços de alta qualidade e tecnologia para diversos setores da indústria, como aeronáutica, defesa, automotivo, energia, bens de consumo, entre outros. Além disso, a ROMI S.A. foi a primeira indústria genuinamente brasileira a instalar linha de produção e conceber um automóvel 100% nacional, o Romi-Isetta, e o primeiro torno horizontal de ferramentaria 100% nacional, batizado de ""Imor"". Com 13 unidades fabris, sendo 11 no Brasil e 2 na Alemanha, a ROMI S.A. é uma empresa de renome internacional, cujos produtos e serviços são consumidos no mercado nacional e exportados para todos os continentes.",ROMI,NM,Bens Industriais,Máquinas e Equipamentos Industriais,Máquinas e Equipamentos,56.720.428/0001-63,private,7510,1938-04-19,True,False,False,Indústria E Comércio de Máquinas-ferramenta,Indústrias ROMI S.A.,Indústrias ROMI,http://www.romi.com
,TXRX,,Consumo Cíclico,Fios e Tecidos,"Tecidos, Vestuário e Calçados",82.982.075/0001-80,private,7544,1925-04-24,True,False,False,Fiação E Tecelagem de Algodão,TÊXTIL RENAUXVIEW S/A,TEX RENAUX,http://www.renauxview.com.br
"O Grupo Inepar é uma empresa brasileira com uma longa história de atuação nas áreas de construção de equipamentos de energia, telecomunicações, petróleo, entre outras. Com uma trajetória de mais de 60 anos, a empresa passou por diversas transformações, aquisições e joint-ventures, consolidando-se como uma das principais empresas do setor. Apesar de ter passado por dificuldades financeiras e ter entrado com pedido de recuperação judicial em 2014, a empresa continua ativa e com uma atuação relevante no mercado.",INEP,,Bens Industriais,Máquinas e Equipamentos Industriais,Máquinas e Equipamentos,76.627.504/0001-06,private,7595,1968-05-01,True,False,False,Fabricação de Equipamentos E Sistemas Elétricos . Fabricação de Torres E Acessórios Para Transmissão de Energia E Telecomunicações. Fabricação de Bens de Capital E Sitemas Industriais Sob Encomenda.,Inepar S.A. Indústria e Construções,Inepar,https://ri.inepar.com.br
"A Itaúsa é uma holding brasileira de investimentos de capital aberto com mais de 45 anos de trajetória. Com um portfólio diversificado de empresas líderes em seus segmentos e presentes em mais de 50 países, a companhia tem como propósito a criação sustentável de valor para os acionistas e para toda a sociedade. Com uma governança corporativa aprimorada, a Itaúsa busca proporcionar um ambiente favorável para que as empresas investidas concentrem seus esforços com autonomia em suas atividades e possam definir a visão para o desenvolvimento e a gestão de seus negócios.",ITSA,N1,Financeiro,Bancos,Intermediários Financeiros,61.532.644/0001-15,private,7617,1966-05-06,True,False,False,Gestão de Participações Societárias (holding),Itaúsa S.A.,Itaúsa,https://www.itausa.com.br
,JFEN,,Consumo Cíclico,Incorporações,Construção Civil,33.035.536/0001-00,private,7811,1940-10-10,True,False,False,Incorporação E Construção de Imóveis; Execução Por Administração de Obras de Construção Civil.,João Fortes Engenharia S.A.,João Fortes,http://www.joaofortes.com.br/ri
"A Kepler Weber, fundada em 1925, é uma empresa brasileira que se destaca no desenvolvimento de atividades operacionais em sistemas de armazenagem, como silos, secadores e máquinas de limpeza, além de instalações industriais e terminais portuários. Com sede no Rio Grande do Sul, a empresa possui quatro centros de distribuição em diferentes estados. Com quase um século de atuação, a Kepler Weber se consolidou como a maior empresa do Brasil no setor de armazenagem, beneficiamento e movimentação de grãos, em um país reconhecido como uma das grandes potências do agronegócio.",KEPL,,Bens Industriais,Máquinas e Equipamentos Industriais,Máquinas e Equipamentos,91.983.056/0001-69,private,7870,1935-01-01,True,False,False,Indústria E Comércio de Produtos E Matérias Primas Relacionadas A Metalurgia. Importação E Exportação. Prestação de Serviços. Comércio de Produtos Destinados A Agroindústria.,Kepler Weber S.A.,Kepler Weber,https://ri.kepler.com.br
,LIGH,,Utilidade Pública,Energia Elétrica,Energia Elétrica,60.444.437/0001-46,private_holding,8036,1904-06-30,True,False,False,A Light  Serviços de Eletricidade S.A. Tem Como Atividade A Distribuição de Energia Elétrica.,Light Serviços de Eletricidade S.A.,Light,http://www.light.com.br
"A Americanas é uma empresa brasileira de varejo que foi fundada em 1929 em Niterói, no Rio de Janeiro. A empresa foi criada pelos americanos John Lee, Glen Matson, James Marshall e Batson Borger, juntamente com o brasileiro Max Landesman. A ideia era oferecer uma loja com preços baixos e variedade de produtos para atender à população com renda modesta. A empresa cresceu rapidamente e, em 1940, tornou-se uma sociedade anônima. Nos anos 80, a Americanas passou a ser controlada pelos empresários Jorge Paulo Lemann, Marcel Telles e Carlos Alberto Sicupira. Atualmente, a empresa é uma das maiores varejistas do país, com quatro centros de distribuição e diversas plataformas de e-commerce, como Americanas.com, Shoptime e Submarino. Em 2023, a empresa ingressou com pedido de recuperação judicial citando dívidas superiores a R$40 bilhões.",LAME,N1,Consumo Cíclico,Produtos Diversos,Comércio,33.014.556/0001-96,private,8087,1929-05-27,True,False,False,Comércio em Geral. Inclusive Supermercado E Lanchonete. Lojas de Conveniência. No Varejo E No Atacado. Através de Lojas E Depósitos. de Quaisquer Mercadorias. Bem Como A Realização de Serviços.,Lojas Americanas S.A.,Lojas Americanas,http://ri.lasa.com.br
